IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
1725,21678,10,3,HR,Analyst,Training,E,Manager,Grad,Mathematics,Mumbai,2003.0,Mathematics,Mumbai,2005.0,Mathematics,Bangalore,2010.0,Guwahati,Surat,1945180,N,C,6,5,0,0,2236957
1726,15565,25,24,Engineering,CEO,Others,J,Medical Officer,Grad,Chemistry,Guwahati,1988.0,Chemistry,Guwahati,1990.0,Chemistry,Guwahati,1995.0,Ahmedabad,Jaipur,2497055,N,C,4,5,0,0,2871613
1732,33916,21,20,Marketing,Financial Analyst,Others,K,Consultant,Grad,Engineering,Pune,1992.0,Engineering,Pune,1994.0,Engineering,Mangalore,1999.0,Bhubaneswar,Delhi,2403367,N,C,3,8,0,0,2763872
1734,14467,14,12,Sales,Scientist,Insurance,D,HR,PG,Mathematics,Delhi,1999.0,Mathematics,Delhi,2001.0,Mathematics,Bangalore,2006.0,Pune,Mumbai,2288121,N,A,4,6,0,0,2974557
1735,51373,21,21,Engineering,Sales Manager,Insurance,A,Research Scientist,PG,Botony,Surat,1991.0,Others,Surat,1993.0,Botony,Pune,1999.0,Jaipur,Bangalore,2225607,N,D,5,6,1,0,2661825
1737,43322,20,13,Others,Others,Aviation,E,Manager,PG,Arts,Pune,1993.0,Arts,Pune,1995.0,Arts,Mumbai,2000.0,Surat,Mangalore,2650295,N,B,6,4,1,0,3445383
1741,53791,11,5,HR,Senior Researcher,Training,D,Marketing Manager,Grad,Arts,Delhi,2003.0,Arts,Delhi,2005.0,Arts,Bangalore,2009.0,Nagpur,Lucknow,2016211,N,D,4,7,0,0,2318642
1742,47283,20,14,Healthcare,Analyst,IT,A,Software Developer,Doctorate,Engineering,Ahmedabad,1994.0,Engineering,Ahmedabad,1996.0,Engineering,Nagpur,2000.0,Kanpur,Bhubaneswar,3211814,N,C,6,3,0,0,3989072
1747,12157,9,8,Engineering,Bio statistician,Aviation,B,Web Designer,Grad,Economics,Mangalore,2003.0,Economics,Mangalore,2005.0,Economics,Delhi,2011.0,Bhubaneswar,Bhubaneswar,931077,N,C,2,6,2,0,1070738
1750,39604,13,3,Analytics/BI,Business Analyst,Others,D,Product Manager,Grad,Arts,Mumbai,2001.0,Arts,Mumbai,2003.0,Arts,Guwahati,2007.0,Lucknow,Chennai,1897694,N,A,4,6,0,0,2372117
1755,23328,7,2,Banking,Team Lead,Others,E,Medical Officer,Doctorate,Psychology,Ahmedabad,2005.0,Psychology,Ahmedabad,2007.0,Psychology,Pune,2013.0,Kolkata,Pune,1450657,N,A,2,8,0,0,2036722
1757,48188,10,5,Others,Consultant,Training,H,CA,Grad,Mathematics,Bhubaneswar,2003.0,Mathematics,Bhubaneswar,2005.0,Mathematics,Ahmedabad,2010.0,Guwahati,Kanpur,1957217,N,C,4,4,0,0,2250799
1761,56935,11,7,IT-Software,Business Analyst,Retail,A,HR,Doctorate,Others,Lucknow,2003.0,Chemistry,Lucknow,2005.0,Mathematics,Kolkata,2009.0,Mangalore,Delhi,2418676,Y,Key_Performer,5,7,0,0,3386146
1765,39091,17,15,Engineering,Business Analyst,Automobile,B,HR,PG,Botony,Ahmedabad,1996.0,Botony,Ahmedabad,1998.0,Botony,Nagpur,2003.0,Delhi,Kolkata,3143721,Y,Key_Performer,2,3,1,0,4149711
1766,46258,20,9,Sales,Financial Analyst,Training,P,Manager,Doctorate,Mathematics,Guwahati,1991.0,Mathematics,Guwahati,1993.0,Mathematics,Ahmedabad,2000.0,Kolkata,Pune,2287383,N,C,6,8,0,0,2840929
1768,13769,14,14,Education,CEO,Telecom,A,Network Engineer,PG,Others,Nagpur,2000.0,Chemistry,Nagpur,2002.0,Zoology,Nagpur,2006.0,Lucknow,Guwahati,1941207,Y,C,6,4,1,0,2357401
1769,26958,20,14,Sales,Sales Execituve,Insurance,G,Research Analyst,Doctorate,Economics,Bhubaneswar,1991.0,Economics,Bhubaneswar,1993.0,Economics,Surat,2000.0,Delhi,Bhubaneswar,3108716,Y,Key_Performer,2,5,0,0,4352202
1772,40307,10,0,Others,CEO,Aviation,G,Marketing Manager,PG,Zoology,Guwahati,2001.0,Zoology,Guwahati,2003.0,Others,Pune,2010.0,Jaipur,Kanpur,1938111,N,D,6,6,1,1,2317980
1776,16302,10,0,HR,Business Analyst,IT,N,Product Manager,Doctorate,Engineering,Bangalore,2004.0,Engineering,Bangalore,2006.0,Engineering,Mumbai,2010.0,Guwahati,Pune,2091272,Y,D,5,5,0,0,2693558
1778,30527,1,0,Analytics/BI,Data scientist,BFSI,M,Manager,PG,Botony,Surat,2010.0,Botony,Surat,2012.0,Botony,Guwahati,2019.0,Bhubaneswar,Lucknow,460445,N,C,1,3,0,1,550692
1781,18863,22,10,Healthcare,Analyst,Telecom,K,Assistant Manager,PG,Others,Bangalore,1991.0,Zoology,Bangalore,1993.0,Chemistry,Surat,1998.0,Guwahati,Mangalore,3177580,Y,C,3,8,1,0,3858853
1784,35535,17,0,Education,Others,BFSI,E,Medical Officer,Doctorate,Chemistry,Pune,1994.0,Chemistry,Pune,1996.0,Chemistry,Mumbai,2003.0,Nagpur,Jaipur,2348774,Y,Key_Performer,2,6,0,0,3288283
1787,27183,24,4,Banking,CEO,Insurance,D,Research Analyst,Doctorate,Engineering,Pune,1988.0,Engineering,Pune,1990.0,Engineering,Bangalore,1996.0,Delhi,Mangalore,3838219,Y,A,4,3,0,0,5373506
1789,29732,17,9,Banking,Project Manager,Others,L,CA,Doctorate,Mathematics,Guwahati,1997.0,Mathematics,Guwahati,1999.0,Mathematics,Ahmedabad,2003.0,Chennai,Nagpur,2844935,N,D,4,8,0,0,3533409
1793,38487,18,7,Marketing,Sales Execituve,Telecom,N,Software Developer,PG,Others,Mumbai,1996.0,Engineering,Mumbai,1998.0,Botony,Bangalore,2002.0,Guwahati,Bangalore,2513070,N,D,5,7,1,0,3005631
1795,25119,4,1,Education,Professor,Automobile,K,Marketing Manager,Doctorate,Psychology,Surat,2010.0,Psychology,Surat,2012.0,Psychology,Bangalore,2016.0,Kanpur,Delhi,1029907,N,A,1,4,0,0,1445989
1796,28464,4,3,Analytics/BI,Scientist,Telecom,N,Web Designer,Grad,Statistics,Jaipur,2009.0,Statistics,Jaipur,2011.0,Statistics,Surat,2016.0,Jaipur,Surat,553592,Y,D,6,4,3,1,651909
1797,46519,24,14,Top Management,Scientist,BFSI,K,Product Manager,Doctorate,Chemistry,Mangalore,1990.0,Chemistry,Mangalore,1992.0,Chemistry,Mumbai,1996.0,Mangalore,Delhi,2895221,Y,D,4,4,0,1,3729044
1799,25699,20,11,Others,Others,Analytics,I,HR,Grad,Economics,Pune,1994.0,Economics,Pune,1996.0,Economics,Ahmedabad,2000.0,Ahmedabad,Lucknow,2523903,Y,A,2,7,0,0,3230595
1802,46061,22,19,HR,Project Manager,Retail,F,Software Developer,Grad,Statistics,Ahmedabad,1990.0,Statistics,Ahmedabad,1992.0,Statistics,Mumbai,1998.0,Mangalore,Lucknow,2542931,N,A,6,5,3,0,3178663
1803,41344,8,0,Marketing,Others,Analytics,A,Web Designer,Grad,Chemistry,Delhi,2005.0,Chemistry,Delhi,2007.0,Others,Guwahati,2012.0,Pune,Ahmedabad,1118501,N,C,2,4,4,0,1286276
1804,43892,8,0,Accounts,Sales Manager,Automobile,I,Scientist,PG,Chemistry,Kolkata,2006.0,Chemistry,Kolkata,2008.0,Chemistry,Bhubaneswar,2012.0,Ahmedabad,Chennai,1398932,Y,Key_Performer,3,3,1,0,1920453
1809,22764,17,15,Top Management,Sr. Business Analyst,IT,E,Marketing Manager,Doctorate,Statistics,Mangalore,1995.0,Statistics,Mangalore,1997.0,Statistics,Jaipur,2003.0,Delhi,Lucknow,3534481,Y,B,3,5,0,0,4948273
1811,22971,7,7,Marketing,Sales Execituve,Telecom,N,Medical Officer,Grad,Zoology,Pune,2004.0,Zoology,Pune,2006.0,Zoology,Mangalore,2013.0,Ahmedabad,Chennai,1185075,Y,Key_Performer,2,5,0,0,1577571
1814,38669,11,10,HR,Project Manager,Retail,M,Research Analyst,Doctorate,Mathematics,Mangalore,2003.0,Mathematics,Mangalore,2005.0,Mathematics,Nagpur,2009.0,Surat,Ahmedabad,1528317,N,A,5,6,0,0,2063227
1817,12676,24,10,Healthcare,Head,Analytics,E,Others,PG,Engineering,Bangalore,1989.0,Engineering,Bangalore,1991.0,Engineering,Nagpur,1996.0,Mumbai,Mangalore,2511147,N,A,2,3,0,0,3264491
1820,47941,2,2,Banking,Bio statistician,Telecom,F,Director,Grad,Statistics,Nagpur,2010.0,Statistics,Nagpur,2012.0,Statistics,Surat,2018.0,Bangalore,Bangalore,558660,N,A,3,4,0,0,698325
1825,35763,19,19,Others,Sales Manager,IT,E,Others,Doctorate,Mathematics,Delhi,1994.0,Mathematics,Delhi,1996.0,Mathematics,Guwahati,2001.0,Jaipur,Delhi,3586996,N,D,5,8,0,0,4455049
1827,14432,11,2,Banking,Business Analyst,Insurance,B,Sr.Manager,Doctorate,Sociology,Delhi,2001.0,Sociology,Delhi,2003.0,Others,Jaipur,2009.0,Mumbai,Mumbai,2193614,N,C,2,4,0,0,2724468
1831,31286,18,11,Marketing,Business Analyst,Others,P,Web Designer,Grad,Chemistry,Bangalore,1996.0,Chemistry,Bangalore,1998.0,Others,Surat,2002.0,Chennai,Ahmedabad,2481985,Y,D,4,7,4,0,2922785
1833,24596,22,16,Marketing,Consultant,Aviation,I,Marketing Manager,Doctorate,Economics,Pune,1991.0,Economics,Pune,1993.0,Economics,Surat,1998.0,Lucknow,Bangalore,3279114,N,A,2,7,0,0,4426803
1834,33898,11,0,IT-Software,Bio statistician,IT,E,Manager,Grad,Others,Lucknow,2002.0,Zoology,Lucknow,2004.0,Psychology,Bangalore,2009.0,Kanpur,Guwahati,2030809,Y,Key_Performer,3,6,0,0,2599435
1836,43003,1,0,IT-Software,Project Manager,FMCG,A,Network Engineer,Doctorate,Engineering,Guwahati,2013.0,Engineering,Guwahati,2015.0,Engineering,Pune,2019.0,Pune,Jaipur,566062,Y,D,2,3,0,0,729087
1837,56245,20,16,Accounts,Team Lead,Automobile,F,Marketing Manager,Doctorate,Engineering,Kolkata,1991.0,Engineering,Kolkata,1993.0,Engineering,Lucknow,2000.0,Lucknow,Kolkata,2858191,Y,C,6,3,0,0,3681350
1839,17308,17,15,IT-Software,Project Manager,BFSI,I,Data Analyst,PG,Mathematics,Guwahati,1994.0,Mathematics,Guwahati,1996.0,Mathematics,Pune,2003.0,Bhubaneswar,Mangalore,2368862,N,A,5,8,0,0,3079520
1842,56542,19,18,Education,Financial Analyst,BFSI,B,Sr.Manager,Grad,Mathematics,Delhi,1995.0,Mathematics,Delhi,1997.0,Mathematics,Delhi,2001.0,Jaipur,Mumbai,1822041,N,D,6,3,0,0,2095347
1845,15771,21,1,Engineering,Team Lead,IT,K,HR,Doctorate,Engineering,Mangalore,1991.0,Engineering,Mangalore,1993.0,Engineering,Surat,1999.0,Mumbai,Jaipur,2849566,Y,D,2,6,0,0,3670241
1846,47741,10,1,Marketing,Project Manager,Automobile,E,Marketing Manager,PG,Chemistry,Bangalore,2003.0,Chemistry,Bangalore,2005.0,Chemistry,Nagpur,2010.0,Ahmedabad,Mumbai,1803971,Y,C,4,7,2,0,2190742
1847,29980,12,3,Analytics/BI,Project Manager,Telecom,O,Others,PG,Mathematics,Ahmedabad,2000.0,Mathematics,Ahmedabad,2002.0,Mathematics,Ahmedabad,2008.0,Mangalore,Bhubaneswar,1502050,Y,D,2,5,0,0,1824089
1849,30103,25,10,Marketing,Scientist,Automobile,L,Consultant,PG,Others,Lucknow,1989.0,Sociology,Lucknow,1991.0,Psychology,Bangalore,1995.0,Mumbai,Mumbai,2366528,N,B,6,6,0,0,3076486
1854,12205,6,0,Healthcare,Bio statistician,Telecom,C,Others,Doctorate,Psychology,Bangalore,2008.0,Psychology,Bangalore,2010.0,Psychology,Kolkata,2014.0,Bangalore,Nagpur,2080254,N,D,3,7,0,0,2583675
1856,39939,21,12,Banking,Scientist,Insurance,I,Product Manager,PG,Others,Ahmedabad,1991.0,Economics,Ahmedabad,1993.0,Zoology,Guwahati,1999.0,Bangalore,Pune,2901263,Y,C,4,6,0,0,3523293
1858,54037,6,0,Top Management,Area Sales Manager,Aviation,K,Web Designer,PG,Economics,Lucknow,2007.0,Economics,Lucknow,2009.0,Economics,Nagpur,2014.0,Kanpur,Mangalore,1065752,N,B,6,3,1,0,1385477
1861,12427,3,1,IT-Software,Consultant,IT,P,CA,Grad,Statistics,Bangalore,2009.0,Statistics,Bangalore,2011.0,Statistics,Mumbai,2017.0,Pune,Delhi,573954,Y,A,1,4,0,0,734661
1862,51982,9,0,HR,Consultant,Automobile,J,Sr.Manager,PG,Chemistry,Bhubaneswar,2002.0,Chemistry,Bhubaneswar,2004.0,Chemistry,Lucknow,2011.0,Mumbai,Kolkata,1522874,N,D,4,4,1,0,1821357
1864,25889,20,10,Analytics/BI,Business Analyst,Automobile,N,Others,Grad,Statistics,Surat,1991.0,Statistics,Surat,1993.0,Statistics,Nagpur,2000.0,Jaipur,Pune,2236408,N,A,6,6,0,0,2795510
1866,41252,8,7,Healthcare,Business Analyst,FMCG,D,Software Developer,PG,Mathematics,Lucknow,2003.0,Mathematics,Lucknow,2005.0,Mathematics,Bangalore,2012.0,Guwahati,Mumbai,1055476,Y,C,3,7,0,0,1281770
1869,36168,22,21,Education,Senior Researcher,Training,P,Sr.Manager,Doctorate,Botony,Surat,1990.0,Others,Surat,1992.0,Others,Bhubaneswar,1998.0,Mangalore,Mumbai,3336892,N,B,6,4,0,0,4504804
1870,46994,12,9,Marketing,Analyst,IT,G,Data Analyst,Doctorate,Sociology,Jaipur,2002.0,Sociology,Jaipur,2004.0,Others,Bhubaneswar,2008.0,Kolkata,Surat,2381042,N,C,5,8,0,0,2957254
1872,58015,16,2,Analytics/BI,Head,BFSI,D,Data Analyst,PG,Statistics,Bangalore,1998.0,Others,Bangalore,2000.0,Psychology,Surat,2004.0,Chennai,Guwahati,2836210,Y,Key_Performer,3,3,1,1,3743797
1873,51636,20,1,Banking,Others,Insurance,I,Sr.Manager,PG,Mathematics,Jaipur,1994.0,Mathematics,Jaipur,1996.0,Mathematics,Bangalore,2000.0,Ahmedabad,Jaipur,2575642,N,B,6,8,1,0,3348334
1874,28356,25,24,Top Management,Team Lead,Others,F,Consultant,Grad,Others,Lucknow,1986.0,Mathematics,Lucknow,1988.0,Statistics,Nagpur,1995.0,Jaipur,Delhi,2572495,Y,Key_Performer,6,8,0,0,3292793
1878,31927,8,4,Others,Senior Researcher,Automobile,G,HR,Doctorate,Arts,Surat,2004.0,Arts,Surat,2006.0,Arts,Guwahati,2012.0,Ahmedabad,Ahmedabad,1449718,N,A,6,4,0,0,2035404
1879,42052,23,10,Engineering,Scientist,Automobile,H,Others,PG,Chemistry,Pune,1988.0,Chemistry,Pune,1990.0,Chemistry,Pune,1997.0,Mangalore,Surat,3311873,N,B,2,5,0,1,4305434
1880,13250,16,13,Others,Scientist,Training,D,HR,PG,Economics,Kolkata,1995.0,Economics,Kolkata,1997.0,Economics,Jaipur,2004.0,Surat,Jaipur,2637919,N,B,3,8,1,1,3429294
1881,57740,3,1,HR,Sales Manager,Aviation,K,Web Designer,PG,Others,Lucknow,2008.0,Engineering,Lucknow,2010.0,Mathematics,Bangalore,2017.0,Lucknow,Kanpur,798781,N,C,3,4,0,0,955342
1886,14659,3,0,Accounts,Associate,BFSI,I,Others,PG,Statistics,Pune,2011.0,Statistics,Pune,2013.0,Statistics,Jaipur,2017.0,Mumbai,Delhi,470368,Y,C,3,3,1,0,571214
1889,28496,15,5,Analytics/BI,Senior Researcher,IT,M,Sr.Manager,Doctorate,Psychology,Ahmedabad,1997.0,Psychology,Ahmedabad,1999.0,Others,Guwahati,2005.0,Jaipur,Bhubaneswar,1506918,N,D,3,4,0,0,1871592
1893,51848,18,2,Engineering,Bio statistician,FMCG,B,Sr.Manager,Grad,Economics,Bhubaneswar,1995.0,Economics,Bhubaneswar,1997.0,Others,Mangalore,2002.0,Lucknow,Bangalore,2557789,N,A,4,4,0,0,3197236
1894,15055,15,7,Top Management,Head,FMCG,D,Others,PG,Arts,Surat,1997.0,Arts,Surat,1999.0,Arts,Nagpur,2005.0,Pune,Chennai,2288005,N,D,2,3,0,1,2736453
1896,45318,2,1,Engineering,Consultant,Telecom,O,Marketing Manager,Doctorate,Mathematics,Delhi,2010.0,Mathematics,Delhi,2012.0,Mathematics,Nagpur,2018.0,Chennai,Ahmedabad,544365,Y,B,1,4,0,0,762111
1899,25938,8,4,Banking,Senior Researcher,Insurance,K,Medical Officer,PG,Zoology,Surat,2006.0,Zoology,Surat,2008.0,Zoology,Pune,2012.0,Lucknow,Bangalore,1358761,Y,Key_Performer,5,5,0,0,1865307
1900,53476,1,0,Accounts,Associate,Insurance,P,Sr.Manager,Doctorate,Others,Pune,2011.0,Economics,Pune,2013.0,Psychology,Nagpur,2019.0,Surat,Pune,866643,N,B,3,4,0,0,1083303
1903,45420,13,5,HR,Head,Automobile,D,CA,PG,Engineering,Delhi,2001.0,Others,Delhi,2003.0,Botony,Nagpur,2007.0,Mangalore,Mumbai,1923154,Y,A,2,3,1,1,2538563
1904,48937,15,15,Sales,Analyst,IT,D,Others,Doctorate,Botony,Ahmedabad,1996.0,Botony,Ahmedabad,1998.0,Others,Bhubaneswar,2005.0,Lucknow,Nagpur,1759689,N,B,5,4,0,0,2375580
1905,10891,6,0,Accounts,Bio statistician,BFSI,F,CA,PG,Engineering,Guwahati,2007.0,Engineering,Guwahati,2009.0,Engineering,Surat,2014.0,Mumbai,Bangalore,585269,Y,A,3,4,3,0,803457
1906,50637,9,0,Others,Others,Retail,B,Director,Doctorate,Chemistry,Delhi,2003.0,Chemistry,Delhi,2005.0,Chemistry,Delhi,2011.0,Jaipur,Lucknow,2050758,Y,Key_Performer,6,4,0,0,2871061
1907,50007,3,0,IT-Software,Project Manager,Telecom,I,Software Developer,PG,Others,Delhi,2008.0,Chemistry,Delhi,2010.0,Zoology,Kolkata,2017.0,Chennai,Pune,568147,Y,B,2,5,0,0,749954
1910,53006,19,11,Top Management,Senior Researcher,Aviation,B,HR,PG,Zoology,Jaipur,1993.0,Zoology,Jaipur,1995.0,Others,Bhubaneswar,2001.0,Mumbai,Pune,3299982,Y,Key_Performer,2,6,0,0,4355976
1911,30014,9,3,Others,Financial Analyst,BFSI,C,Software Developer,PG,Statistics,Guwahati,2004.0,Statistics,Guwahati,2006.0,Statistics,Kolkata,2011.0,Nagpur,Ahmedabad,1105722,N,C,5,7,1,0,1322443
1916,30620,1,0,Education,Scientist,Aviation,K,Consultant,Doctorate,Mathematics,Delhi,2013.0,Mathematics,Delhi,2015.0,Mathematics,Nagpur,2019.0,Delhi,Bhubaneswar,682720,N,B,3,5,0,0,901190
1923,45702,22,4,Analytics/BI,Bio statistician,Aviation,A,HR,Grad,Psychology,Mangalore,1991.0,Psychology,Mangalore,1993.0,Psychology,Guwahati,1998.0,Surat,Delhi,2540947,N,B,4,5,0,0,3176183
1925,36079,13,2,Sales,Senior Researcher,FMCG,M,Others,Doctorate,Arts,Ahmedabad,1998.0,Arts,Ahmedabad,2000.0,Arts,Pune,2007.0,Chennai,Jaipur,1829064,Y,Key_Performer,2,7,0,0,2560689
1930,11968,17,16,Education,Senior Researcher,Aviation,C,Consultant,Doctorate,Arts,Lucknow,1997.0,Arts,Lucknow,1999.0,Arts,Surat,2003.0,Surat,Mangalore,2756973,N,D,3,6,0,0,3424160
1932,44308,9,2,Sales,Sales Execituve,IT,N,Assistant Manager,Doctorate,Psychology,Mumbai,2004.0,Psychology,Mumbai,2006.0,Psychology,Surat,2011.0,Delhi,Jaipur,2190335,N,D,6,6,0,0,2720396
1933,13103,11,11,HR,Business Analyst,BFSI,P,Marketing Manager,Doctorate,Statistics,Delhi,2003.0,Statistics,Delhi,2005.0,Statistics,Mumbai,2009.0,Delhi,Delhi,1765386,N,A,3,8,0,0,2383271
1935,27445,6,3,Marketing,Business Analyst,Telecom,B,Data Analyst,Doctorate,Chemistry,Mangalore,2007.0,Chemistry,Mangalore,2009.0,Chemistry,Mangalore,2014.0,Delhi,Ahmedabad,1772649,N,C,1,6,0,0,2201630
1936,38294,12,7,Sales,Others,Retail,H,Web Designer,Doctorate,Statistics,Ahmedabad,2002.0,Statistics,Ahmedabad,2004.0,Statistics,Surat,2008.0,Bangalore,Ahmedabad,2359539,Y,Key_Performer,2,5,0,0,3303354
1937,21478,20,4,Sales,Consultant,Telecom,E,Data Analyst,Grad,Statistics,Guwahati,1994.0,Others,Guwahati,1996.0,Sociology,Kolkata,2000.0,Kolkata,Kolkata,2514912,N,A,2,7,1,0,3143640
1938,49724,16,12,IT-Software,Financial Analyst,Retail,I,Director,Grad,Mathematics,Ahmedabad,1998.0,Mathematics,Ahmedabad,2000.0,Mathematics,Pune,2004.0,Chennai,Guwahati,2578676,N,D,3,8,0,0,2965477
1939,51395,24,23,Analytics/BI,Financial Analyst,IT,C,HR,Grad,Engineering,Jaipur,1990.0,Engineering,Jaipur,1992.0,Engineering,Mumbai,1996.0,Kolkata,Kolkata,2542255,Y,Key_Performer,4,4,0,0,3254086
1940,20576,4,1,Engineering,Consultant,Automobile,G,HR,Grad,Engineering,Bhubaneswar,2007.0,Engineering,Bhubaneswar,2009.0,Engineering,Guwahati,2016.0,Delhi,Bhubaneswar,574427,N,C,2,8,0,0,660591
1941,51102,7,2,HR,Team Lead,Aviation,H,Others,PG,Zoology,Bhubaneswar,2006.0,Zoology,Bhubaneswar,2008.0,Zoology,Jaipur,2013.0,Mangalore,Delhi,1131410,N,B,6,8,1,0,1470833
1947,21125,10,2,Banking,Sales Manager,Insurance,F,Director,PG,Economics,Pune,2001.0,Economics,Pune,2003.0,Economics,Surat,2010.0,Bangalore,Bhubaneswar,1536590,N,B,1,7,4,0,1997567
1952,39947,5,1,Others,Sales Execituve,Automobile,C,Director,Grad,Others,Ahmedabad,2006.0,Others,Ahmedabad,2008.0,Botony,Bhubaneswar,2015.0,Ahmedabad,Bhubaneswar,556279,Y,Key_Performer,1,5,0,0,740518
1956,13521,15,9,IT-Software,Project Manager,Training,M,Web Designer,PG,Economics,Nagpur,1999.0,Economics,Nagpur,2001.0,Economics,Surat,2005.0,Bangalore,Surat,1757803,N,B,2,8,0,0,2285143
1958,14271,21,14,Healthcare,Analyst,Training,J,Software Developer,PG,Economics,Lucknow,1991.0,Economics,Lucknow,1993.0,Others,Lucknow,1999.0,Jaipur,Mangalore,3684131,Y,Key_Performer,5,3,1,0,4863052
1959,48775,16,0,Others,Consultant,Training,G,Others,Grad,Mathematics,Surat,1996.0,Mathematics,Surat,1998.0,Mathematics,Ahmedabad,2004.0,Ahmedabad,Guwahati,2541380,Y,Key_Performer,6,3,0,0,3252966
1963,43649,25,13,Analytics/BI,Scientist,Others,G,HR,Grad,Others,Ahmedabad,1989.0,Botony,Ahmedabad,1991.0,Botony,Delhi,1995.0,Mumbai,Nagpur,2552942,Y,Key_Performer,2,8,0,0,3267765
1964,31518,1,1,Engineering,Team Lead,Others,K,CA,Grad,Others,Mumbai,2011.0,Mathematics,Mumbai,2013.0,Statistics,Jaipur,2019.0,Kanpur,Pune,424058,Y,C,1,7,0,0,487666
1965,55674,9,6,Analytics/BI,Analyst,Insurance,B,Web Designer,PG,Engineering,Jaipur,2003.0,Engineering,Jaipur,2005.0,Engineering,Guwahati,2011.0,Surat,Surat,1311114,Y,Key_Performer,6,4,0,0,1730670
1967,15961,25,10,Engineering,Bio statistician,Training,P,Research Analyst,Doctorate,Mathematics,Bhubaneswar,1988.0,Mathematics,Bhubaneswar,1990.0,Mathematics,Bangalore,1995.0,Guwahati,Bangalore,3331771,N,A,5,8,0,0,4497890
1968,13785,20,10,Banking,Bio statistician,FMCG,C,Software Developer,Grad,Chemistry,Pune,1991.0,Chemistry,Pune,1993.0,Chemistry,Ahmedabad,2000.0,Delhi,Kolkata,2372701,Y,C,3,7,1,0,2794092
1969,17937,23,10,Sales,Sales Manager,Automobile,L,Software Developer,Grad,Others,Jaipur,1989.0,Others,Jaipur,1991.0,Economics,Bhubaneswar,1997.0,Bangalore,Nagpur,2430287,Y,A,2,5,1,0,3110767
1971,19812,24,23,Education,CEO,BFSI,A,Director,Grad,Others,Nagpur,1988.0,Sociology,Nagpur,1990.0,Sociology,Bhubaneswar,1996.0,Kolkata,Jaipur,1522139,Y,C,4,3,0,1,1792470
1972,44205,10,9,Healthcare,Head,Analytics,D,Marketing Manager,Grad,Mathematics,Lucknow,2002.0,Mathematics,Lucknow,2004.0,Others,Pune,2010.0,Bhubaneswar,Ahmedabad,2037848,Y,Key_Performer,6,6,0,1,2608445
1979,11097,8,7,HR,Analyst,Aviation,N,Data Analyst,Grad,Others,Mumbai,2006.0,Statistics,Mumbai,2008.0,Botony,Mumbai,2012.0,Chennai,Chennai,1589177,N,D,3,8,3,0,1827553
1983,36059,7,1,Analytics/BI,Team Lead,Training,H,Web Designer,Grad,Chemistry,Jaipur,2005.0,Chemistry,Jaipur,2007.0,Chemistry,Lucknow,2013.0,Ahmedabad,Nagpur,1040664,N,A,2,5,1,0,1352863
1984,53778,1,1,Engineering,Associate,Others,H,Network Engineer,Doctorate,Engineering,Surat,2013.0,Others,Surat,2015.0,Engineering,Kolkata,2019.0,Lucknow,Ahmedabad,637011,N,B,1,5,0,0,840854
1985,42097,14,11,Top Management,Team Lead,Retail,K,Others,Grad,Engineering,Lucknow,1998.0,Engineering,Lucknow,2000.0,Engineering,Kolkata,2006.0,Mumbai,Lucknow,2006100,N,C,6,6,0,0,2307015
1986,35776,15,2,Top Management,Bio statistician,Training,I,Assistant Manager,PG,Statistics,Pune,1998.0,Statistics,Pune,2000.0,Statistics,Guwahati,2005.0,Ahmedabad,Kanpur,1689750,N,B,3,5,0,0,2196675
1988,12157,8,5,Marketing,Principal Analyst,Analytics,L,Software Developer,Grad,Chemistry,Guwahati,2005.0,Chemistry,Guwahati,2007.0,Chemistry,Delhi,2012.0,Bangalore,Bhubaneswar,1101845,N,A,3,7,3,1,1432398
1989,16848,20,13,Healthcare,Analyst,Aviation,P,HR,Grad,Sociology,Lucknow,1991.0,Sociology,Lucknow,1993.0,Sociology,Ahmedabad,2000.0,Pune,Kanpur,2423013,N,C,5,7,0,0,2786464
1990,14603,8,5,Accounts,Principal Analyst,Insurance,C,Others,Doctorate,Others,Lucknow,2005.0,Others,Lucknow,2007.0,Chemistry,Lucknow,2012.0,Jaipur,Kolkata,1678944,N,A,4,4,0,0,2357237
1993,49612,24,10,Marketing,Business Analyst,Retail,M,CA,PG,Others,Kolkata,1990.0,Economics,Kolkata,1992.0,Others,Mangalore,1996.0,Surat,Surat,2752884,N,B,5,5,0,0,3578749
1994,56423,2,1,Others,Others,Telecom,F,Director,PG,Mathematics,Nagpur,2010.0,Mathematics,Nagpur,2012.0,Mathematics,Kolkata,2018.0,Delhi,Guwahati,524541,Y,B,3,7,2,0,708130
1995,21012,18,9,Education,Sales Execituve,Retail,P,Assistant Manager,PG,Others,Jaipur,1993.0,Statistics,Jaipur,1995.0,Chemistry,Mumbai,2002.0,Guwahati,Ahmedabad,1576934,N,D,6,5,0,0,1886013
